MovieID,Release_Date,Title,Cast,Director,Genres,Vote_Average
177,2017-09-20,Kingsman: The Golden Circle,"Colin Firth, Julianne Moore, Taron Egerton, Mark Strong",Matthew Vaughn,"Action, Adventure, Comedy",6.967
178,1997-05-23,The Lost World: Jurassic Park,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard",Steven Spielberg,"Adventure, Action, Science Fiction",6.527
179,2019-04-17,Homecoming: A Film by Beyoncé,"Beyoncé, Jay-Z, Kelly Rowland, Solange",Beyoncé,"Documentary, Music",8.2
180,2013-06-10,Life Is But a Dream,"Beyoncé, Jay-Z, Tina Knowles, Solange",Ed Burke,Documentary,8.0
181,2022-04-16,Wrath: A Seven Deadly Sins Story,"Michelle Williams, Antonio Cupo, Tina Knowles, Romeo Miller",Troy Scott,"Thriller, TV Movie, Mystery, Romance, Drama",7.3
182,1999-05-21,Notting Hill,"Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny",Roger Michell,"Romance, Comedy",7.259
183,1990-03-23,Pretty Woman,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander",Garry Marshall,"Comedy, Romance",7.467
184,2006-06-08,Cars,"Owen Wilson, Larry the Cable Guy, Bonnie Hunt, Paul Newman",John Lasseter,"Animation, Adventure, Comedy, Family",6.96
185,2011-05-11,Midnight in Paris,"Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy",Woody Allen,"Fantasy, Comedy, Romance",7.534
186,2017-06-15,Cars 3,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion",Brian Fee,"Family, Animation, Adventure, Comedy",6.852
187,2013-11-12,Homefront,"Jason Statham, James Franco, Izabela Vidovic, Winona Ryder",Gary Fleder,"Action, Thriller",7.0
188,2004-01-20,Pascal Sellem - Les caméras cachées des 7 péchés capitaux,Pascal Sellem,Pascal Sellem,Comedy,4.5
189,2004-06-25,Spider-Man 2,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina",Sam Raimi,"Action, Adventure, Science Fiction",7.269
190,2007-05-01,Spider-Man 3,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church",Sam Raimi,"Action, Adventure, Science Fiction",6.413
191,2002-05-01,Spider-Man,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco",Sam Raimi,"Action, Science Fiction",7.293
192,2021-09-10,Prey,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster",Thomas Sieben,Thriller,4.75
193,2011-12-25,War Horse,"Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",Steven Spielberg,"War, History, Drama, Adventure",7.306
194,1999-08-25,The Ninth Gate,"Johnny Depp, Frank Langella, Lena Olin, Emmanuelle Seigner",Roman Polanski,"Mystery, Thriller, Horror",6.464
195,2010-03-11,Remember Me,"Robert Pattinson, Emilie de Ravin, Pierce Brosnan, Lena Olin",Allen Coulter,"Drama, Romance",7.1
196,2006-10-22,Flushed Away,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno",Sam Fell,"Adventure, Animation, Comedy, Family",6.276
197,1977-04-27,The Man Who Loved Women,"Charles Denner, Leslie Caron, Nelly Borgeaud, Valérie Bonnier",François Truffaut,"Drama, Comedy, Romance",7.2
198,2010-03-03,Alice in Wonderland,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter",Tim Burton,"Family, Fantasy, Adventure",6.633
199,2009-08-19,9,"Elijah Wood, Jennifer Connelly, Crispin Glover, Christopher Plummer",Shane Acker,"Action, Adventure, Animation, Science Fiction, Thriller",6.92
200,1990-05-25,Back to the Future Part III,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson",Robert Zemeckis,"Adventure, Comedy, Science Fiction",7.47
201,1999-10-15,The Straight Story,"Richard Farnsworth, Sissy Spacek, Harry Dean Stanton, Everett McGill",David Lynch,Drama,7.7
202,1985-12-01,Anne of Green Gables,"Megan Follows, Colleen Dewhurst, Richard Farnsworth, Patricia Hamilton",Kevin Sullivan,"Family, Drama",8.0
203,2007-11-21,The Mist,"Thomas Jane, Laurie Holden, Toby Jones, Marcia Gay Harden",Frank Darabont,"Horror, Science Fiction, Thriller",6.922
204,1981-05-22,Outland,"Sean Connery, Peter Boyle, Frances Sternhagen, James B. Sikking",Peter Hyams,"Science Fiction, Action",6.4
205,1987-10-04,The Last Emperor,"John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying",Bernardo Bertolucci,"Drama, History",7.63
206,2001-08-03,Rush Hour 2,"Jackie Chan, Chris Tucker, John Lone, Zhang Ziyi",Brett Ratner,"Action, Comedy, Crime",6.73
207,2007-08-24,War,"Jet Li, Jason Statham, John Lone, Devon Aoki",Philip G. Atwell,"Action, Thriller",6.3
208,2017-07-26,Atomic Blonde,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan",David Leitch,"Action, Thriller",6.419
209,2012-09-11,Hannah Arendt,"Barbara Sukowa, Axel Milberg, Janet McTeer, Julia Jentsch",Margarethe von Trotta,Drama,6.915
210,1970-10-09,On the Comet,"Emil Horváth, Magda Vášáryová, František Filipovský, Josef Větrovec",Karel Zeman,"Adventure, Science Fiction",5.9
211,2001-02-08,From Hell,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane",Allen Hughes,"Horror, Mystery, Thriller",6.7
212,1998-02-27,Dark City,"Rufus Sewell, William Hurt, Kiefer Sutherland, Jennifer Connelly",Alex Proyas,"Mystery, Science Fiction",7.324
213,1985-02-20,Brazil,"Jonathan Pryce, Kim Greist, Robert De Niro, Ian Holm",Terry Gilliam,"Comedy, Science Fiction",7.678
214,2022-06-01,Jurassic World Dominion,"Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill",Colin Trevorrow,"Adventure, Action, Science Fiction",6.726
215,2018-03-28,Ready Player One,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",Steven Spielberg,"Adventure, Action, Science Fiction",7.602
216,2014-10-24,Ouija,"Olivia Cooke, Ana Coto, Matthew Settle, Shelley Hennig",Stiles White,Horror,5.1
217,2015-06-12,Me and Earl and the Dying Girl,"Olivia Cooke, Thomas Mann, RJ Cyler, Connie Britton",Alfonso Gomez-Rejon,"Drama, Comedy",7.542
218,2023-05-04,The Mother,"Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes",Niki Caro,"Action, Thriller",6.69
219,1996-10-04,The Glimmer Man,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox",John Gray,"Action, Crime",5.4
220,2021-11-03,Eternals,"Gemma Chan, Richard Madden, Angelina Jolie, Kumail Nanjiani",Chloé Zhao,"Science Fiction, Action, Adventure",6.886
221,2006-12-14,The Pursuit of Happyness,"Will Smith, Jaden Smith, Thandiwe Newton, Brian Howe",Gabriele Muccino,Drama,7.901
222,2014-11-05,Interstellar,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Michael Caine",Christopher Nolan,"Adventure, Drama, Science Fiction",8.431
223,2006-06-29,The Devil Wears Prada,"Anne Hathaway, Meryl Streep, Emily Blunt, Stanley Tucci",David Frankel,"Drama, Comedy",7.394
224,2012-07-17,The Dark Knight Rises,"Christian Bale, Michael Caine, Gary Oldman, Anne Hathaway",Christopher Nolan,"Action, Crime, Drama, Thriller",7.778
225,2016-02-08,How to Be Single,"Dakota Johnson, Rebel Wilson, Leslie Mann, Damon Wayans Jr.",Christian Ditter,"Comedy, Romance",6.2
226,2001-01-19,Donnie Darko,"Jake Gyllenhaal, Jena Malone, James Duval, Drew Barrymore",Richard Kelly,"Fantasy, Drama, Mystery",7.78
227,2007-03-02,Zodiac,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.",David Fincher,"Crime, Drama, Mystery, Thriller",7.52
228,2023-11-08,The Marvels,"Brie Larson, Teyonah Parris, Iman Vellani, Zawe Ashton",Nia DaCosta,"Science Fiction, Adventure, Action",6.206
229,2016-11-04,Nocturnal Animals,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson",Tom Ford,"Drama, Thriller",7.44
230,2009-04-01,The Boat That Rocked,"Tom Sturridge, Philip Seymour Hoffman, Rhys Ifans, Bill Nighy",Richard Curtis,"Drama, Comedy",7.252
231,1976-12-30,The Last Round,"Luc Merenda, Carlos Monzón, Mariangela Giordano, Gianni Dei",Stelvio Massi,"Action, Thriller",6.2
232,2000-05-04,Gladiator,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed",Ridley Scott,"Action, Drama, Adventure",8.216
233,2017-11-03,Murder on the Orient Express,"Kenneth Branagh, Tom Bateman, Michelle Pfeiffer, Johnny Depp",Kenneth Branagh,"Mystery, Drama, Crime",6.712
234,2017-07-19,Dunkirk,"Fionn Whitehead, Tom Hardy, Mark Rylance, Kenneth Branagh",Christopher Nolan,"War, Action, Drama",7.455
235,2014-09-05,The Guest,"Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley",Adam Wingard,"Mystery, Thriller, Action",6.643
236,2020-02-19,The Call of the Wild,"Harrison Ford, Dan Stevens, Colin Woodell, Karen Gillan",Chris Sanders,"Adventure, Family, Drama",7.567
237,2014-12-10,The Hobbit: The Battle of the Five Armies,"Martin Freeman, Ian McKellen, Richard Armitage, Luke Evans",Peter Jackson,"Action, Adventure, Fantasy",7.315
238,2013-11-20,Frozen,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",Jennifer Lee,"Animation, Family, Adventure, Fantasy",7.2
239,2017-01-19,A Dog's Purpose,"Josh Gad, K.J. Apa, Britt Robertson, Dennis Quaid",Lasse Hallström,"Adventure, Comedy, Fantasy, Family, Drama",7.6
240,1984-09-19,Amadeus,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice",Miloš Forman,"History, Music, Drama",8.038
241,2019-01-03,How to Train Your Dragon: The Hidden World,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",Dean DeBlois,"Animation, Family, Adventure",7.751
242,2021-12-15,Spider-Man: No Way Home,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon",Jon Watts,"Action, Adventure, Science Fiction",7.972
243,2017-07-05,Spider-Man: Homecoming,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei",Jon Watts,"Action, Adventure, Science Fiction, Drama",7.338
244,2001-08-03,The Princess Diaries,"Anne Hathaway, Julie Andrews, Patrick John Flueger, Heather Matarazzo",Garry Marshall,"Comedy, Family, Romance",6.949
245,1991-04-10,Hook,"Dustin Hoffman, Robin Williams, Bob Hoskins, Julia Roberts",Steven Spielberg,"Adventure, Fantasy, Comedy, Family",6.831
246,2005-06-01,The Sisterhood of the Traveling Pants,"Amber Tamblyn, America Ferrera, Blake Lively, Alexis Bledel",Ken Kwapis,"Drama, Comedy, Romance",6.5
247,2012-12-25,Django Unchained,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",Quentin Tarantino,"Drama, Western",8.177
248,2015-09-30,The Martian,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels",Ridley Scott,"Drama, Adventure, Science Fiction",7.683
249,2015-08-05,Fantastic Four,"Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",Josh Trank,"Action, Adventure, Science Fiction",4.416
250,2013-05-29,Now You See Me,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher",Louis Leterrier,"Thriller, Crime",7.343
251,2019-12-13,6 Underground,"Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy",Michael Bay,"Action, Comedy, Thriller",6.3
252,2006-01-06,Hostel,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova",Eli Roth,Horror,5.947
253,2015-06-26,Knock Knock,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns",Eli Roth,"Thriller, Horror",5.349
254,2018-03-02,Death Wish,"Bruce Willis, Vincent D'Onofrio, Dean Norris, Elisabeth Shue",Eli Roth,"Action, Crime, Drama, Thriller",6.1
255,2015-10-19,AfterDeath,"Miranda Raison, Sam Keeley, Daniella Kertesz, Elarica Johnson",Robin Schmidt,"Horror, Mystery, Thriller",4.1
256,2008-07-04,Butterfly Dreaming,"Andrew Bowen, Missy Crider, James McDaniel, Kristen Manning",Rufus Williams,"Drama, Thriller",5.0
257,2008-02-08,The Man Who Came Back,"Eric Braeden, Billy Zane, James Patrick Stuart, George Kennedy",Glen Pitre,"Action, Drama, Western",5.0
258,2005-09-12,Corpse Bride,"Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman",Mike Johnson,"Romance, Fantasy, Animation",7.55
259,2007-07-08,Harry Potter and the Order of the Phoenix,"Daniel Radcliffe, Rupert Grint, Emma Watson, Imelda Staunton",David Yates,"Adventure, Fantasy",7.681
260,1975-08-14,The Rocky Horror Picture Show,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien",Jim Sharman,"Comedy, Science Fiction, Fantasy, Horror",7.461
261,1992-02-14,Wayne's World,"Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere",Penelope Spheeris,"Comedy, Music",6.703
262,2010-04-28,Iron Man 2,"Robert Downey Jr., Mickey Rourke, Don Cheadle, Gwyneth Paltrow",Jon Favreau,"Adventure, Action, Science Fiction",6.838
263,2019-04-24,Avengers: Endgame,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Joe Russo,"Adventure, Science Fiction, Action",8.256
264,2000-10-11,Memento,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior",Christopher Nolan,"Mystery, Thriller",8.186
265,1997-09-19,L.A. Confidential,"Russell Crowe, Guy Pearce, Kevin Spacey, Kim Basinger",Curtis Hanson,"Crime, Mystery, Thriller",7.791
266,2006-04-21,Silent Hill,"Radha Mitchell, Sean Bean, Jodelle Ferland, Laurie Holden",Christophe Gans,"Horror, Mystery",6.552
267,1999-09-17,The Hurricane,"Denzel Washington, Vicellous Shannon, Deborah Kara Unger, Liev Schreiber",Norman Jewison,Drama,7.4
268,2011-09-28,Real Steel,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Kevin Durand",Shawn Levy,"Action, Science Fiction, Drama",6.993
